,jackpot,2nd,3rd,4th,5th,6th,7th,8th,9th,no_match
trial 536,0.0,0.0,0.0,3e-05,3e-05,0.00168,0.00137,0.01153,0.02706,0.9583
trial 537,0.0,0.0,0.0,3e-05,8e-05,0.0015,0.00148,0.01099,0.02793,0.95799
trial 538,0.0,0.0,0.0,5e-05,4e-05,0.00161,0.0014,0.01112,0.02784,0.95794
trial 539,0.0,0.0,0.0,2e-05,5e-05,0.0016,0.00147,0.01112,0.02715,0.95859
trial 540,0.0,0.0,0.0,1e-05,7e-05,0.00164,0.00132,0.01135,0.02618,0.95943
trial 541,0.0,0.0,0.0,1e-05,8e-05,0.00166,0.00136,0.01055,0.02763,0.95871
trial 542,0.0,0.0,0.0,1e-05,6e-05,0.0017,0.00153,0.01117,0.0276,0.95793
trial 543,0.0,0.0,1e-05,2e-05,9e-05,0.00171,0.00141,0.01103,0.02726,0.95847
trial 544,0.0,0.0,0.0,2e-05,9e-05,0.00155,0.00143,0.01188,0.02709,0.95794
trial 545,0.0,0.0,0.0,3e-05,6e-05,0.0016,0.00147,0.01121,0.02801,0.95762
trial 546,0.0,0.0,0.0,1e-05,4e-05,0.00176,0.00136,0.01166,0.0273,0.95787
trial 547,0.0,0.0,0.0,1e-05,5e-05,0.00161,0.00156,0.01152,0.0279,0.95735
trial 548,0.0,0.0,0.0,4e-05,6e-05,0.00155,0.00151,0.01079,0.02685,0.9592
trial 549,0.0,0.0,0.0,1e-05,8e-05,0.00162,0.00137,0.0107,0.02629,0.95993
trial 550,0.0,0.0,0.0,2e-05,7e-05,0.00182,0.00136,0.01077,0.0277,0.95826
trial 551,0.0,0.0,0.0,4e-05,7e-05,0.00154,0.00149,0.01151,0.02712,0.95823
trial 552,0.0,0.0,0.0,4e-05,5e-05,0.00162,0.00147,0.0116,0.02744,0.95778
trial 553,0.0,0.0,0.0,2e-05,4e-05,0.00168,0.00128,0.01091,0.02648,0.95959
trial 554,0.0,0.0,0.0,2e-05,7e-05,0.00154,0.00154,0.01123,0.02793,0.95767
trial 555,0.0,0.0,0.0,3e-05,4e-05,0.00158,0.00137,0.01127,0.02729,0.95842
trial 556,0.0,0.0,0.0,3e-05,4e-05,0.00163,0.00143,0.01164,0.0269,0.95833
trial 557,0.0,0.0,0.0,3e-05,0.00013,0.0014,0.00135,0.01145,0.02748,0.95816
trial 558,0.0,0.0,0.0,3e-05,2e-05,0.00156,0.00149,0.01127,0.02718,0.95845
trial 559,0.0,0.0,0.0,0.0,6e-05,0.00177,0.00148,0.01188,0.02735,0.95746
trial 560,0.0,0.0,0.0,2e-05,3e-05,0.00177,0.00128,0.01133,0.02839,0.95718
trial 561,0.0,0.0,0.0,0.0,5e-05,0.00195,0.0014,0.01153,0.02715,0.95792
trial 562,0.0,0.0,0.0,6e-05,0.0001,0.0019,0.00139,0.01187,0.02814,0.95654
trial 563,0.0,0.0,0.0,2e-05,8e-05,0.00184,0.00132,0.01087,0.02711,0.95876
trial 564,0.0,0.0,0.0,4e-05,5e-05,0.00197,0.00141,0.01102,0.02681,0.9587
trial 565,0.0,0.0,0.0,3e-05,7e-05,0.00154,0.00123,0.01137,0.02775,0.95801
trial 566,0.0,0.0,0.0,0.0,3e-05,0.00155,0.00138,0.01151,0.02755,0.95798
trial 567,0.0,0.0,0.0,0.0,9e-05,0.00182,0.00159,0.01082,0.0271,0.95858
trial 568,0.0,0.0,0.0,4e-05,5e-05,0.00134,0.00168,0.01155,0.02831,0.95703
trial 569,0.0,0.0,0.0,4e-05,5e-05,0.00153,0.00145,0.01073,0.02807,0.95813
trial 570,0.0,0.0,1e-05,3e-05,5e-05,0.00162,0.00171,0.01145,0.02657,0.95856
trial 571,0.0,0.0,0.0,4e-05,5e-05,0.00153,0.00157,0.01101,0.02771,0.95809
trial 572,0.0,0.0,0.0,2e-05,9e-05,0.00136,0.00129,0.01134,0.02801,0.95789
trial 573,0.0,0.0,0.0,3e-05,7e-05,0.00191,0.00144,0.01112,0.02702,0.95841
trial 574,0.0,0.0,0.0,5e-05,5e-05,0.00159,0.00125,0.0114,0.02768,0.95798
trial 575,0.0,0.0,0.0,5e-05,7e-05,0.00162,0.00147,0.01119,0.02755,0.95805
trial 576,0.0,0.0,0.0,3e-05,3e-05,0.00172,0.00145,0.01154,0.02681,0.95842
trial 577,0.0,0.0,0.0,3e-05,5e-05,0.00178,0.00146,0.01064,0.02724,0.9588
trial 578,0.0,0.0,1e-05,1e-05,7e-05,0.00188,0.0015,0.01107,0.0259,0.95956
trial 579,0.0,0.0,1e-05,2e-05,8e-05,0.00171,0.00145,0.01174,0.02682,0.95817
trial 580,0.0,0.0,0.0,0.0,7e-05,0.00168,0.00154,0.0115,0.0273,0.95791
trial 581,0.0,0.0,0.0,3e-05,4e-05,0.00152,0.00156,0.01082,0.02683,0.9592
trial 582,0.0,0.0,0.0,2e-05,5e-05,0.00168,0.00131,0.01068,0.02686,0.9594
trial 583,0.0,0.0,0.0,2e-05,6e-05,0.00184,0.00152,0.0107,0.02715,0.95871
trial 584,0.0,0.0,0.0,2e-05,9e-05,0.00144,0.00125,0.01143,0.02664,0.95913
trial 585,0.0,0.0,0.0,2e-05,6e-05,0.00169,0.0015,0.01138,0.02747,0.95788
trial 586,0.0,0.0,1e-05,1e-05,5e-05,0.00156,0.00141,0.01074,0.02666,0.95956
trial 587,0.0,0.0,0.0,1e-05,5e-05,0.00178,0.00144,0.01136,0.0273,0.95806
trial 588,0.0,0.0,0.0,1e-05,3e-05,0.00175,0.00136,0.01147,0.02654,0.95884
trial 589,0.0,0.0,0.0,3e-05,7e-05,0.00162,0.00153,0.01104,0.02757,0.95814
trial 590,0.0,0.0,0.0,1e-05,0.0001,0.00159,0.00146,0.01106,0.02661,0.95917
trial 591,0.0,0.0,0.0,4e-05,7e-05,0.00139,0.00147,0.01107,0.02716,0.9588
trial 592,0.0,0.0,0.0,2e-05,4e-05,0.00167,0.00137,0.01093,0.02761,0.95836
trial 593,0.0,0.0,0.0,2e-05,8e-05,0.00174,0.00146,0.01107,0.02705,0.95858
trial 594,0.0,0.0,0.0,2e-05,8e-05,0.00168,0.00151,0.01094,0.02702,0.95875
trial 595,0.0,0.0,0.0,2e-05,3e-05,0.00193,0.00145,0.011,0.02668,0.95889
trial 596,0.0,0.0,0.0,2e-05,0.00011,0.00168,0.00128,0.01062,0.02709,0.9592
trial 597,0.0,0.0,1e-05,0.0,9e-05,0.00178,0.00136,0.01184,0.02731,0.95761
trial 598,0.0,0.0,0.0,4e-05,1e-05,0.00144,0.00145,0.01112,0.02819,0.95775
trial 599,0.0,0.0,0.0,4e-05,5e-05,0.00151,0.00146,0.01126,0.0271,0.95858
trial 600,0.0,0.0,0.0,2e-05,6e-05,0.00168,0.0014,0.01152,0.02705,0.95827
trial 601,0.0,0.0,0.0,4e-05,6e-05,0.00162,0.00161,0.01129,0.02634,0.95904
trial 602,0.0,0.0,0.0,0.0,2e-05,0.00175,0.00165,0.01105,0.02687,0.95866
trial 603,0.0,0.0,1e-05,3e-05,7e-05,0.00173,0.00139,0.01105,0.02841,0.95731
trial 604,0.0,0.0,0.0,2e-05,3e-05,0.00144,0.00147,0.011,0.02709,0.95895
trial 605,0.0,0.0,0.0,3e-05,8e-05,0.00161,0.00152,0.01107,0.02764,0.95805
trial 606,0.0,0.0,0.0,2e-05,7e-05,0.00168,0.00151,0.01125,0.02675,0.95872
trial 607,0.0,0.0,0.0,1e-05,0.00011,0.00189,0.00143,0.01099,0.02707,0.9585
trial 608,0.0,0.0,0.0,1e-05,9e-05,0.00151,0.00156,0.01078,0.02644,0.95961
trial 609,0.0,0.0,0.0,1e-05,7e-05,0.00157,0.00156,0.01148,0.02654,0.95877
trial 610,0.0,0.0,0.0,4e-05,5e-05,0.00207,0.00156,0.01096,0.0278,0.95752
trial 611,0.0,0.0,0.0,2e-05,5e-05,0.00163,0.0015,0.01081,0.02766,0.95833
trial 612,0.0,0.0,0.0,4e-05,2e-05,0.00164,0.00149,0.01155,0.02766,0.9576
trial 613,0.0,0.0,0.0,1e-05,7e-05,0.00168,0.00143,0.01197,0.02629,0.95855
trial 614,0.0,1e-05,0.0,4e-05,7e-05,0.00177,0.00152,0.01125,0.02719,0.95815
trial 615,0.0,0.0,0.0,2e-05,5e-05,0.00175,0.00151,0.011,0.0284,0.95727
trial 616,0.0,0.0,0.0,4e-05,8e-05,0.00135,0.00141,0.0117,0.02764,0.95778
trial 617,0.0,0.0,0.0,2e-05,0.0001,0.00166,0.00166,0.01116,0.02883,0.95657
trial 618,0.0,0.0,0.0,1e-05,3e-05,0.00155,0.00157,0.01111,0.02708,0.95865
trial 619,0.0,0.0,0.0,3e-05,5e-05,0.00167,0.00152,0.01098,0.02658,0.95917
trial 620,0.0,0.0,0.0,0.0,4e-05,0.00166,0.0016,0.01166,0.02679,0.95825
trial 621,0.0,0.0,0.0,2e-05,6e-05,0.00164,0.00152,0.01105,0.02734,0.95837
trial 622,0.0,0.0,0.0,1e-05,4e-05,0.00172,0.00146,0.01074,0.02635,0.95968
trial 623,0.0,0.0,1e-05,3e-05,6e-05,0.00157,0.00133,0.01104,0.02748,0.95848
trial 624,0.0,0.0,0.0,0.0,5e-05,0.00188,0.00137,0.01079,0.02709,0.95882
trial 625,0.0,0.0,0.0,4e-05,3e-05,0.00164,0.0014,0.01086,0.02804,0.95799
trial 626,0.0,0.0,0.0,6e-05,2e-05,0.00162,0.00136,0.0114,0.02578,0.95976
trial 627,0.0,0.0,0.0,1e-05,5e-05,0.00167,0.00137,0.01097,0.02767,0.95826
trial 628,0.0,0.0,0.0,1e-05,0.00011,0.00142,0.00141,0.01124,0.02661,0.9592
trial 629,0.0,0.0,0.0,4e-05,7e-05,0.00191,0.00115,0.01124,0.02662,0.95897
trial 630,0.0,0.0,1e-05,3e-05,5e-05,0.00159,0.00151,0.01126,0.02734,0.95821
trial 631,0.0,0.0,0.0,0.0,7e-05,0.00145,0.00153,0.01095,0.0277,0.9583
trial 632,0.0,0.0,0.0,4e-05,0.00011,0.00164,0.00165,0.01057,0.02707,0.95892
trial 633,0.0,0.0,0.0,2e-05,8e-05,0.00152,0.00145,0.01107,0.02722,0.95864
trial 634,0.0,0.0,0.0,1e-05,6e-05,0.00163,0.00119,0.01108,0.02749,0.95854
trial 635,0.0,0.0,0.0,4e-05,0.00012,0.00171,0.00131,0.01085,0.0267,0.95927
trial 636,0.0,0.0,0.0,1e-05,5e-05,0.00187,0.00125,0.01135,0.02787,0.9576
trial 637,0.0,0.0,0.0,2e-05,0.00011,0.00154,0.00124,0.01082,0.02709,0.95918
trial 638,0.0,0.0,0.0,1e-05,6e-05,0.00148,0.00132,0.01154,0.02725,0.95834
trial 639,0.0,0.0,0.0,4e-05,6e-05,0.00183,0.00151,0.01178,0.02693,0.95785
trial 640,0.0,0.0,0.0,1e-05,3e-05,0.00151,0.00132,0.01079,0.02736,0.95898
trial 641,0.0,0.0,1e-05,1e-05,9e-05,0.00163,0.00172,0.01099,0.0277,0.95785
trial 642,0.0,0.0,0.0,1e-05,9e-05,0.00179,0.00133,0.01104,0.02738,0.95836
trial 643,0.0,0.0,0.0,4e-05,4e-05,0.00154,0.00154,0.01109,0.02702,0.95873
trial 644,0.0,0.0,0.0,2e-05,8e-05,0.00179,0.00152,0.01097,0.02757,0.95805
trial 645,0.0,0.0,0.0,0.0,4e-05,0.00151,0.00142,0.01042,0.02739,0.95922
trial 646,0.0,0.0,0.0,2e-05,8e-05,0.00173,0.00136,0.01199,0.0267,0.95812
trial 647,0.0,0.0,0.0,2e-05,0.0001,0.0015,0.00129,0.01111,0.02661,0.95937
trial 648,0.0,0.0,0.0,5e-05,9e-05,0.00179,0.00134,0.01101,0.02691,0.95881
trial 649,0.0,0.0,0.0,1e-05,5e-05,0.00158,0.00153,0.01153,0.0273,0.958
trial 650,0.0,0.0,0.0,2e-05,0.00013,0.00154,0.00139,0.01067,0.02756,0.95869
trial 651,0.0,0.0,0.0,1e-05,6e-05,0.00188,0.00155,0.01134,0.02678,0.95838
trial 652,0.0,0.0,0.0,1e-05,6e-05,0.00156,0.00148,0.0109,0.02674,0.95925
trial 653,0.0,0.0,0.0,1e-05,5e-05,0.00157,0.00139,0.01129,0.02778,0.95791
trial 654,0.0,0.0,0.0,2e-05,7e-05,0.00158,0.00155,0.01086,0.02724,0.95868
trial 655,0.0,0.0,1e-05,2e-05,0.0001,0.00163,0.0013,0.0115,0.02683,0.95861
trial 656,0.0,0.0,0.0,2e-05,1e-05,0.00192,0.00161,0.01086,0.02769,0.95789
trial 657,0.0,0.0,0.0,4e-05,9e-05,0.00151,0.00149,0.01156,0.02677,0.95854
trial 658,0.0,0.0,0.0,1e-05,7e-05,0.0016,0.00136,0.01197,0.02712,0.95787
trial 659,0.0,0.0,1e-05,4e-05,4e-05,0.00165,0.00156,0.0113,0.02665,0.95875
trial 660,0.0,0.0,0.0,2e-05,5e-05,0.0016,0.00143,0.01092,0.02782,0.95816
trial 661,0.0,0.0,0.0,3e-05,0.0001,0.00149,0.00148,0.01137,0.02789,0.95764
trial 662,0.0,0.0,0.0,0.0,8e-05,0.00155,0.00136,0.01089,0.0277,0.95842
trial 663,0.0,0.0,0.0,1e-05,3e-05,0.00162,0.00142,0.0111,0.02796,0.95786
trial 664,0.0,0.0,0.0,2e-05,7e-05,0.00162,0.00152,0.01121,0.02734,0.95822
trial 665,0.0,0.0,1e-05,1e-05,0.00011,0.00174,0.00152,0.01119,0.02809,0.95733
trial 666,0.0,0.0,0.0,0.0,5e-05,0.00139,0.0016,0.01171,0.0279,0.95735
trial 667,0.0,0.0,0.0,3e-05,9e-05,0.0016,0.0014,0.01145,0.02692,0.95851
trial 668,0.0,0.0,0.0,3e-05,8e-05,0.0016,0.00131,0.01123,0.02794,0.95781
trial 669,0.0,0.0,0.0,2e-05,4e-05,0.00169,0.00149,0.01115,0.02652,0.95909
trial 670,0.0,0.0,0.0,2e-05,0.00011,0.00164,0.00136,0.0116,0.02784,0.95743
trial 671,0.0,0.0,0.0,2e-05,0.00012,0.00167,0.0014,0.01172,0.02721,0.95786
trial 672,0.0,0.0,0.0,2e-05,8e-05,0.00169,0.00181,0.01072,0.02691,0.95877
trial 673,0.0,0.0,1e-05,4e-05,3e-05,0.00153,0.00137,0.01102,0.02762,0.95838
trial 674,0.0,0.0,0.0,0.0,9e-05,0.00154,0.00162,0.01161,0.02766,0.95748
trial 675,0.0,0.0,0.0,4e-05,5e-05,0.00198,0.00146,0.01098,0.02746,0.95803
trial 676,0.0,0.0,2e-05,6e-05,5e-05,0.00159,0.00137,0.01092,0.02775,0.95824
trial 677,0.0,0.0,0.0,4e-05,0.00011,0.00178,0.00145,0.01173,0.02721,0.95768
trial 678,0.0,0.0,0.0,2e-05,0.0001,0.00149,0.00149,0.01098,0.02665,0.95927
trial 679,0.0,0.0,0.0,3e-05,6e-05,0.00193,0.00138,0.01092,0.02698,0.9587
trial 680,0.0,0.0,1e-05,0.0,4e-05,0.00163,0.00141,0.01096,0.02774,0.95821
trial 681,0.0,0.0,1e-05,2e-05,8e-05,0.00142,0.00154,0.01178,0.02763,0.95752
trial 682,0.0,0.0,0.0,4e-05,1e-05,0.0016,0.00157,0.01107,0.02732,0.95839
trial 683,0.0,0.0,0.0,2e-05,7e-05,0.00135,0.00157,0.01153,0.02773,0.95773
trial 684,0.0,0.0,0.0,0.0,8e-05,0.00171,0.00177,0.01085,0.02691,0.95868
trial 685,0.0,0.0,0.0,1e-05,7e-05,0.00153,0.00151,0.01108,0.02734,0.95846
trial 686,0.0,0.0,0.0,4e-05,0.00011,0.00157,0.00129,0.01086,0.02681,0.95932
trial 687,0.0,0.0,0.0,3e-05,6e-05,0.00157,0.00132,0.0107,0.02677,0.95955
trial 688,0.0,1e-05,0.0,3e-05,0.00013,0.00181,0.0013,0.01142,0.02742,0.95788
trial 689,0.0,0.0,0.0,3e-05,5e-05,0.00169,0.00127,0.01102,0.02698,0.95896
trial 690,0.0,0.0,0.0,5e-05,4e-05,0.00164,0.00158,0.01098,0.02698,0.95873
trial 691,0.0,0.0,0.0,4e-05,7e-05,0.00177,0.00147,0.01133,0.02795,0.95737
trial 692,0.0,0.0,0.0,3e-05,0.00014,0.00173,0.0015,0.01166,0.02841,0.95653
trial 693,0.0,0.0,0.0,5e-05,0.00011,0.00176,0.00141,0.01075,0.02776,0.95816
trial 694,0.0,0.0,0.0,2e-05,4e-05,0.00179,0.00145,0.01153,0.02646,0.95871
trial 695,0.0,0.0,0.0,1e-05,4e-05,0.00148,0.00127,0.01169,0.0268,0.95871
trial 696,0.0,0.0,0.0,5e-05,0.0001,0.0017,0.00139,0.011,0.02682,0.95894
trial 697,0.0,0.0,0.0,0.0,9e-05,0.00167,0.00159,0.01201,0.02702,0.95762
trial 698,0.0,0.0,0.0,2e-05,6e-05,0.00186,0.00157,0.0115,0.02678,0.95821
trial 699,0.0,0.0,0.0,4e-05,4e-05,0.00172,0.00154,0.01042,0.02789,0.95835
trial 700,0.0,0.0,0.0,1e-05,0.0001,0.00172,0.00154,0.01097,0.02776,0.9579
trial 701,0.0,0.0,0.0,0.0,8e-05,0.00142,0.00164,0.0105,0.0272,0.95916
trial 702,0.0,0.0,0.0,2e-05,3e-05,0.0018,0.0016,0.01123,0.02774,0.95758
trial 703,0.0,0.0,0.0,1e-05,2e-05,0.0015,0.00138,0.0112,0.02704,0.95885
trial 704,0.0,0.0,0.0,4e-05,3e-05,0.00166,0.0013,0.01125,0.02754,0.95818
trial 705,0.0,0.0,0.0,3e-05,0.0001,0.00164,0.00138,0.01144,0.02767,0.95774
trial 706,0.0,0.0,0.0,0.0,9e-05,0.00173,0.00156,0.01084,0.02673,0.95905
trial 707,0.0,0.0,0.0,3e-05,0.0001,0.00159,0.00155,0.01086,0.02722,0.95865
trial 708,0.0,0.0,0.0,2e-05,6e-05,0.00158,0.0013,0.01179,0.02754,0.95771
trial 709,0.0,0.0,0.0,4e-05,4e-05,0.00161,0.00115,0.01075,0.02807,0.95834
trial 710,0.0,0.0,0.0,0.0,3e-05,0.00166,0.00137,0.01055,0.02708,0.95931
trial 711,0.0,0.0,0.0,3e-05,5e-05,0.00141,0.00137,0.01138,0.02746,0.9583
trial 712,0.0,0.0,0.0,5e-05,4e-05,0.00166,0.00131,0.0114,0.02752,0.95802
trial 713,0.0,0.0,0.0,3e-05,6e-05,0.00167,0.0015,0.01099,0.02697,0.95878
trial 714,0.0,0.0,0.0,2e-05,3e-05,0.00183,0.00156,0.01082,0.02794,0.9578
trial 715,0.0,0.0,0.0,2e-05,5e-05,0.00188,0.00165,0.01078,0.02818,0.95744
trial 716,0.0,0.0,0.0,6e-05,7e-05,0.00151,0.00155,0.01113,0.02793,0.95775
trial 717,0.0,0.0,0.0,2e-05,7e-05,0.00166,0.00145,0.01074,0.02749,0.95857
trial 718,0.0,0.0,1e-05,0.0,0.0001,0.00165,0.00155,0.01096,0.02714,0.95859
trial 719,0.0,0.0,1e-05,3e-05,7e-05,0.00152,0.00143,0.01083,0.0271,0.95901
trial 720,0.0,0.0,0.0,2e-05,9e-05,0.00152,0.00123,0.01175,0.02719,0.9582
trial 721,0.0,0.0,0.0,0.0,4e-05,0.00171,0.00142,0.01111,0.02738,0.95834
trial 722,0.0,0.0,0.0,0.0,8e-05,0.00138,0.00135,0.0107,0.02706,0.95943
trial 723,0.0,0.0,0.0,2e-05,7e-05,0.00163,0.00128,0.01133,0.02866,0.95701
trial 724,0.0,0.0,0.0,2e-05,7e-05,0.0019,0.00136,0.0111,0.02765,0.9579
trial 725,0.0,0.0,0.0,5e-05,5e-05,0.00156,0.00141,0.01148,0.0287,0.95675
trial 726,0.0,0.0,0.0,2e-05,5e-05,0.00177,0.00154,0.01107,0.02768,0.95787
trial 727,0.0,0.0,0.0,2e-05,9e-05,0.00178,0.00138,0.01105,0.02737,0.95831
trial 728,0.0,0.0,1e-05,1e-05,0.00011,0.00162,0.00163,0.0107,0.02697,0.95895
trial 729,0.0,0.0,0.0,2e-05,9e-05,0.00179,0.00175,0.01078,0.02718,0.95839
trial 730,0.0,0.0,0.0,0.0,9e-05,0.0016,0.00155,0.01191,0.02723,0.95762
trial 731,0.0,0.0,0.0,3e-05,0.00014,0.00145,0.00135,0.01099,0.02757,0.95847
trial 732,0.0,0.0,0.0,2e-05,0.0001,0.00161,0.00143,0.01094,0.02681,0.95909
trial 733,0.0,0.0,0.0,1e-05,6e-05,0.00168,0.00126,0.01097,0.02747,0.95855
trial 734,0.0,0.0,0.0,0.0,6e-05,0.00165,0.0014,0.01164,0.02752,0.95773
trial 735,0.0,0.0,1e-05,3e-05,6e-05,0.00149,0.00141,0.011,0.02791,0.95809
trial 736,0.0,0.0,2e-05,4e-05,6e-05,0.00152,0.0016,0.01096,0.02695,0.95885
trial 737,0.0,0.0,0.0,3e-05,4e-05,0.0018,0.00145,0.01163,0.02695,0.9581
trial 738,0.0,0.0,0.0,3e-05,5e-05,0.00157,0.00149,0.01066,0.02831,0.95789
trial 739,0.0,0.0,0.0,3e-05,5e-05,0.00157,0.00123,0.01148,0.02776,0.95788
trial 740,0.0,0.0,0.0,3e-05,2e-05,0.00163,0.00152,0.01098,0.0275,0.95832
trial 741,0.0,0.0,0.0,2e-05,0.00014,0.00175,0.00148,0.01113,0.02767,0.95781
trial 742,0.0,0.0,0.0,3e-05,5e-05,0.00141,0.00132,0.01104,0.02749,0.95866
trial 743,0.0,0.0,0.0,1e-05,5e-05,0.00184,0.00137,0.01181,0.0271,0.95782
trial 744,0.0,0.0,1e-05,5e-05,6e-05,0.00184,0.00145,0.01136,0.0268,0.95843
trial 745,0.0,0.0,0.0,3e-05,5e-05,0.00165,0.00152,0.0115,0.02795,0.9573
trial 746,0.0,0.0,0.0,7e-05,0.0001,0.00191,0.00126,0.01114,0.02725,0.95827
trial 747,0.0,0.0,0.0,1e-05,5e-05,0.0018,0.00154,0.01184,0.02833,0.95643
trial 748,0.0,0.0,0.0,2e-05,9e-05,0.00189,0.00143,0.01103,0.02705,0.95849
trial 749,0.0,0.0,0.0,3e-05,8e-05,0.00169,0.00165,0.01176,0.02685,0.95794
trial 750,0.0,0.0,0.0,2e-05,6e-05,0.00187,0.00145,0.01174,0.02723,0.95763
trial 751,0.0,0.0,0.0,1e-05,3e-05,0.00201,0.00149,0.01095,0.02727,0.95824
trial 752,0.0,0.0,0.0,1e-05,0.0001,0.0018,0.00159,0.01144,0.02711,0.95795
trial 753,0.0,0.0,0.0,2e-05,0.00014,0.00158,0.00158,0.01167,0.02767,0.95734
trial 754,0.0,0.0,0.0,2e-05,7e-05,0.00182,0.00142,0.01172,0.02805,0.9569
trial 755,0.0,0.0,0.0,1e-05,9e-05,0.00184,0.00154,0.01151,0.02752,0.95749
trial 756,0.0,0.0,0.0,2e-05,6e-05,0.00165,0.00125,0.01135,0.02717,0.9585
trial 757,0.0,0.0,0.0,2e-05,7e-05,0.0015,0.00148,0.01178,0.02759,0.95756
trial 758,0.0,0.0,0.0,4e-05,4e-05,0.00155,0.00138,0.01149,0.02759,0.95791
trial 759,0.0,0.0,0.0,4e-05,4e-05,0.00183,0.00148,0.01138,0.02754,0.95769
trial 760,0.0,0.0,0.0,7e-05,3e-05,0.00157,0.00159,0.01159,0.02724,0.95791
trial 761,0.0,0.0,0.0,1e-05,6e-05,0.00168,0.00137,0.01118,0.02631,0.95939
trial 762,0.0,0.0,0.0,1e-05,6e-05,0.00155,0.00143,0.01132,0.02729,0.95834
trial 763,0.0,0.0,0.0,3e-05,8e-05,0.00162,0.00145,0.01169,0.027,0.95813
trial 764,0.0,0.0,0.0,2e-05,7e-05,0.00166,0.00127,0.01123,0.02748,0.95827
trial 765,0.0,0.0,0.0,0.0,9e-05,0.00189,0.00148,0.01139,0.02682,0.95833
trial 766,0.0,0.0,0.0,5e-05,3e-05,0.00167,0.0015,0.01111,0.02742,0.95822
trial 767,0.0,0.0,0.0,4e-05,0.0001,0.00172,0.00146,0.0108,0.02712,0.95876
trial 768,0.0,0.0,0.0,4e-05,9e-05,0.00169,0.00175,0.01117,0.02749,0.95777
trial 769,0.0,0.0,0.0,1e-05,8e-05,0.00182,0.00164,0.01097,0.0269,0.95858
trial 770,0.0,0.0,0.0,6e-05,3e-05,0.00175,0.00139,0.01185,0.02718,0.95774
trial 771,0.0,0.0,0.0,1e-05,6e-05,0.00158,0.00145,0.01123,0.02737,0.9583
trial 772,0.0,0.0,0.0,4e-05,0.00015,0.00157,0.00146,0.01107,0.0285,0.95721
trial 773,0.0,0.0,0.0,2e-05,9e-05,0.00172,0.00149,0.01149,0.02758,0.95761
trial 774,0.0,0.0,0.0,4e-05,6e-05,0.00174,0.00149,0.01092,0.02705,0.9587
trial 775,0.0,0.0,1e-05,1e-05,0.0001,0.00148,0.00159,0.01081,0.02684,0.95916
trial 776,0.0,0.0,0.0,2e-05,5e-05,0.00171,0.00168,0.01109,0.02593,0.95952
trial 777,0.0,0.0,0.0,1e-05,7e-05,0.00181,0.00163,0.01159,0.02731,0.95758
trial 778,0.0,0.0,0.0,2e-05,7e-05,0.00161,0.0015,0.01059,0.02691,0.9593
trial 779,0.0,0.0,0.0,3e-05,5e-05,0.00161,0.0013,0.01135,0.02792,0.95774
trial 780,0.0,0.0,0.0,1e-05,6e-05,0.00154,0.00134,0.01142,0.02731,0.95832
trial 781,0.0,0.0,0.0,3e-05,0.00011,0.00165,0.00146,0.01125,0.0266,0.9589
trial 782,0.0,0.0,0.0,3e-05,7e-05,0.00158,0.00146,0.01135,0.02788,0.95763
trial 783,0.0,0.0,1e-05,3e-05,6e-05,0.00174,0.00148,0.01117,0.02762,0.95789
trial 784,0.0,0.0,0.0,3e-05,7e-05,0.0017,0.00149,0.01158,0.02797,0.95716
trial 785,0.0,0.0,0.0,1e-05,9e-05,0.00148,0.00159,0.01125,0.02743,0.95815
trial 786,0.0,0.0,0.0,2e-05,0.0001,0.00167,0.00144,0.01115,0.0279,0.95772
trial 787,0.0,0.0,0.0,5e-05,4e-05,0.00187,0.00143,0.01145,0.02769,0.95747
trial 788,0.0,0.0,0.0,4e-05,9e-05,0.00163,0.00157,0.0114,0.02603,0.95924
trial 789,0.0,0.0,0.0,1e-05,8e-05,0.00171,0.00144,0.01172,0.02761,0.95743
trial 790,0.0,0.0,0.0,2e-05,6e-05,0.00172,0.00127,0.01102,0.02762,0.95829
trial 791,0.0,0.0,2e-05,2e-05,6e-05,0.00173,0.00163,0.01111,0.02737,0.95806
trial 792,0.0,0.0,0.0,0.0,0.0001,0.0015,0.00128,0.01147,0.02721,0.95844
trial 793,0.0,0.0,1e-05,4e-05,8e-05,0.00176,0.00157,0.01077,0.02767,0.9581
trial 794,0.0,0.0,1e-05,2e-05,9e-05,0.00166,0.00133,0.01073,0.0267,0.95946
trial 795,0.0,0.0,0.0,0.0,8e-05,0.00171,0.00151,0.01184,0.02651,0.95835
trial 796,0.0,0.0,0.0,3e-05,9e-05,0.00181,0.00119,0.01112,0.0269,0.95886
trial 797,0.0,0.0,0.0,0.0,4e-05,0.0015,0.00129,0.01123,0.02751,0.95843
trial 798,0.0,0.0,0.0,1e-05,5e-05,0.00157,0.00147,0.0109,0.02752,0.95848
trial 799,0.0,0.0,0.0,2e-05,6e-05,0.00191,0.00125,0.01138,0.02882,0.95656
trial 800,0.0,0.0,0.0,2e-05,8e-05,0.0016,0.00155,0.01083,0.02736,0.95856
trial 801,0.0,0.0,0.0,0.0,9e-05,0.00171,0.00142,0.01074,0.02666,0.95938
trial 802,0.0,0.0,0.0,1e-05,0.00011,0.00159,0.0016,0.01097,0.02667,0.95905
trial 803,0.0,0.0,0.0,1e-05,0.0001,0.00166,0.00147,0.01088,0.02763,0.95825
